id,description,value
1013368,to buy building materials for finishing up his latrine.,0
1013391,to buy cushion covers to use in his business of making cushions and seat covers,0
1013393,to purchase additional prepaid airtime credits for helping community members who need access to communication services.,0
1013395,to buy tomato herbicides and pay workers who are spraying the tomatoes,0
1013397,to construct his house.,0
1011569,to buy seeds and mineral fertilisers,0
1011700,"to buy chicken, beef, pulses (legumes), bread, butter and yogurt for her husband's restaurant so he can increase his menu.",0
1011793,to help her husband to increase his clothes business.,0
1012310,to buy clothes and bags requested by her clients.,0
1012343,to buy an air compressor necessary for his business development.,0
1012614,"to buy meat, cold cuts, drinks, vegetables, oil, among other food to improve the menu she offers.",0
1013377,to buy iron sheets for his house construction,0
1013380,to buy an additional rickshaw for her son so he can drive and contribute in monthly income like his father.,0
1013384,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,0
1013388,"to buy cement, sand, and bricks to construct his family house.",0
1011530,buy a fresh stock of delightfully colored garments in a timely manner.,0
1012553,"to buy bread, sausage, cabbage, mayonnaise, corn, potatoes, chicken, cheese, oil, yucca, honey, bananas, rice, and milk in order to sell snacks.",0
1012618,"to purchase fishing tools such as nets, hooks, and a refrigerator to keep the fish fresh.",0
1012621,"to buy jewelry: rings, bracelets, earrings, chains, and shirts and jeans",0
1012625,to build a home for her family,0
1012626,"to invest in chairs, tables and accessories that need replacement since some of them are broken",0
1013351,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for cultivation.,0
1013354,to buy additional piglets and feeds,1
1013358,to buy tomato herbicides to spray his tomatoes and pay workers.,0
1013362,to purchase additional prepaid airtime credits to help community members who need access to communication services.,0
1012368,to purchase a new rickshaw for her husband.,0
1012389,"to buy crockery and utensils along with stocks of oil, spices and food items",0
1012609,"to buy customers' orders of malt powder, proteins, vitamins, tea, medicinal shampoos, soaps and body creams.",0
1012615,"to buy drinks, vegetables, sausages, corn, propane gas, firewood, etc to stock her business for selling food and tortillas.",0
1012617,to buy fishing implements like nets in order to fish better.,0
1013341,"to help her husband buy electric merchandise, e.g wires, tube lights, plug shoes and other electric devices.",0
1013343,to buy fertilizer and other farm supplies.,0
1013344,to buy a cow,1
1013350,to buy herbicides and spray his  tomatoes,0
1012222,to purchase three dairy cows in order to increase her herd,1
1012234,to increase her stock of food and meet her customers' demands.,0
1012243,to purchase additional livestock in order to increase her herd.,1
1012285,to buy  second hand clothes to sell.,0
1012337,to buy merchandise.,0
1012378,to purchase more clothing items to invest in her business.,0
1012379,to buy more beans to sell,0
1012380,to buy more secondhand clothes to sell.,0
1012388,to buy maize and beans to sell.,0
1004629,to fatten rams for sale.,1
1005595,"to increase his funds and to buy a large amount of chemical fertilizer and a lot of bowls to resell, in order to earn more. ",0
1005723,"to increase his capital to buy a large quantity of beans and rice to resell cooked in his restaurant, to earn more.",0
1006496,to buy materials to make more doors and windows for sale.,0
1014005,to pay workers and to purchase new equipment.,0
1014241,to buy ingredients to sell honey and sugar cane liquid.,1
1011544,to cover the cost of her husband repairing his rickshaw,0
1012605,"to buy fertilizers, apply them on his corn crops, and pay the rent on the land where he farms.",0
1012606,to purchase agricultural supplies so he can plant basic grains and have a more abundant harvest.,0
1012611,to buy a radiator and repaint his transportation vehicle to have his work equipment in good condition and provide better service.,0
1012612,"to invest mainly in fabrics, buttons, brooches, threads, straps, lace, etc. to keep her sewing shop going.",0
1013336,to buy cost efficient maize seeds and fertilizer for the coming harvesting season,0
1013340,to purchase hybrid seeds and fertilizer to improve harvests of maize,0
1012604,to buy a pair of oxen to plow his land and help with agricultural work.,1
1013267,to buy cost efficient seeds and fertilizer for the coming harvesting season,0
1013274,"to complete construction of his wall fence, boys' quarters, and the veranda of his house.",0
1013279,to purchase hybrid seeds and fertilizer to improve harvests of maize.,0
1013298,to buy cost-efficient seeds and fertilizer for the coming harvesting season.,0
1013317,to buy cost efficient seeds and fertilizer for the coming harvest season.,0
1013328,to buy cost efficient maize seeds and fertilizer for the coming harvesting season.,0
1014001,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,0
1013486,"to purchase a solar light, as well as hybrid seeds and fertilizer for the next planting season.",0
1013575,to buy poultry litter or cattle feed.,1
1013580,to buy compound fertilizer and fuel.,0
1012757,to buy a yoke for oxen to plow and cultivate the land.,0
1013485,to expand her current business of selling sorghum.,0
1013811,to restock the out of stock items in the food store.,0
1014145,to buy a cow.,1
1014382,to buy 5 calves and food for cattle.,1
1012598,to buy wholesale supplies of cashew seeds.,0
1012600,"to buy power strips, energy-saving light bulbs, extension cords, lanterns, etc., in order to offer her customers quality products. ",0
1012602,"to buy fruit and bread, to offer new products and continue selling hamburgers.",0
1013170,to buy cereals,0
1013202,"to buy more stock for her grocery, thus leading to more sales and more income.",0
1013207,to increase her husband's electronic spare parts business.,0
1013238,to increase her husband's barber business.,0
1013964,to pay what is left from the price of a warehouse he was  saving to buy long ago.,0
1014330,to pay for his son��_��__��_��___��_��__��_��____s tuition fees.,0
1013974,To stock up on diapers for resale.,0
1014041,"to buy products for her beauty salon,",0
1014167,to buy a new collection for her retail shop.,0
1013946,to increase her business merchandise with newly released items and offers to better serve her customers,0
1014147,to buy additional products to sell for her business.,0
1014396,to pay for forage (barley and grass) for the livestock and new wheels for the tractor.,1
1013386,to build a greenhouse to  plant his vegetables during all of the seasons and protect them from various weather conditions,0
1014290,to buy a motorcycle for her children to commute to work and family use.,0
1014324,to buy a solar panel for lighting in her house.,0
1012581,buy a calf.,1
1012588,to buy more boxes of ice creams and sweets of all flavors to supply her business. .,0
1012595,to buy supplies for an irrigation system.,0
1012597,to buy supplies for her farming business.,0
1013154,to purchase more cattle to resell in the market.,1
1013165,to buy cost efficient seeds and fertilizer for the coming harvesting season,0
1013187,to purchase additional spare parts and accessories.,0
1013210,to buy cost efficient maize seeds and fertilizer for the coming harvesting season.,0
1014058,to buy some equipment and furniture for her law office .,0
